url,name,state,weather
http://www.nps.gov/ande/planyourvisit/weather.htm,Andersonville National Historic Site,Georgia,"A rare snow falls over the prison site.

Climate at Andersonville can be extreme.  Hot weather during summer includes temperatures in the 80s and 90s with high humidity, and cold during winter when temperatures tend to be in the 40s and below. Visitors should plan accordingly for extreme exposure while visiting outdoor components, and have layers for the cooler museum interior.

A bright summer day at the prison site.

Temperature variations between night and day tend to be moderate during summer with a difference that can reach 22 degrees Fahrenheit, and moderate during winter with an average difference of 24 degrees Fahrenheit."
http://www.nps.gov/anjo/planyourvisit/weather.htm,Andrew Johnson National Historic Site,Tennessee,"There are four distinct seasons in East Tennessee, but temperature and weather conditions can vary widely within those seasons. Spring and Fall are generally pleasant with frequent rain showers. Summer and Winter ranges can be extreme."
http://www.nps.gov/ania/planyourvisit/weather.htm,Aniakchak National Monument & Preserve,Alaska,"Summer temperatures in this part of Alaska average in the high 40s to low 50s degrees Fahrenheit, with most days overcast and wet. Coastal areas are often shrouded in fog and rain. Winds are frequent and even in summer these conditions can lead to hypothermia, the dangerous lowering of the body's core temperature. As symptoms progress it becomes increasingly difficult to respond to them. Be aware of this danger and know how to avoid and treat hypothermia. Wearing layers of clothing makes it easier to regulate your body temperature."
http://www.nps.gov/anti/planyourvisit/weather.htm,Antietam National Battlefield,,
http://www.nps.gov/apis/planyourvisit/weather.htm,Apostle Islands National Lakeshore,Wisconsin,"Average daytime high temperatures range from 60 degrees Fahrenheit in May, to the upper 80s in mid-summer, to the mid-60s in September. Average lows vary from 40 degrees in May, to the upper 50s in mid-summer, to 50 degrees in September. Average water temperatures in May and June are only in the 40s. Even in late summer, surface temperatures rarely exceed 60 degrees, except in protected bays. Average summer winds blow at from 5 to 20 knots with waves of from one to four feet. Winds of 30 to 40 knots and 6 to 12 foot seas are possible."
http://www.nps.gov/appa/planyourvisit/weather.htm,Appalachian National Scenic Trail,,
http://www.nps.gov/apco/planyourvisit/weather.htm,Appomattox Court House National Historical Park,,
http://www.nps.gov/armo/planyourvisit/weather.htm,Arabia Mountain National Heritage Area,,
http://www.nps.gov/arch/planyourvisit/weather.htm,Arches National Park,Utah,"Southeast Utah is part of the Colorado Plateau, a ""high desert"" region that experiences wide temperature fluctuations, sometimes over 40 degrees in a single day. The temperate (and most popular) seasons are spring (April through May) and fall (mid-September through October), when daytime highs average 60 to 80 F and lows average 30 to 50 F.

Summer temperatures often exceed 100 F, making strenuous exercise difficult. Late summer monsoon season brings violent storm cells which often cause flash floods.

Winters are cold, with highs averaging 30 to 50 F, and lows averaging 0 to 20 F. Though large snowfalls are uncommon (except in nearby mountains), even small amounts of snow or ice can make local trails and roads impassable."
http://www.nps.gov/arpo/planyourvisit/weather.htm,Arkansas Post National Memorial,,
http://www.nps.gov/arho/planyourvisit/weather.htm,"Arlington House, The Robert  E. Lee Memorial ",,
http://www.nps.gov/asis/planyourvisit/weather.htm,Assateague Island National Seashore,"MD,VA","ClimateSpring: Often windy and cool with lows in the 40's and highs in the 60's.

Summer: Hot and humid with lows in the 60's and highs in the 80's.

Winter: Damp cold and often windy. Lows in the 20's, highs in the 40's."
http://www.nps.gov/attr/planyourvisit/weather.htm,Atchafalaya National Heritage Area,,
http://www.nps.gov/auca/planyourvisit/weather.htm,Augusta Canal National Heritage Area,,
http://www.nps.gov/azru/planyourvisit/weather.htm,Aztec Ruins National Monument,New Mexico,"SummerHigh temperatures range between 80°F and 99°F degrees with a few days over 100°F. Afternoon thunderstorms usually cool things down in late July and August.

WinterDaytime temperatures range between 20°F and 50°F with cold nights that can reach 0°F. Snow falls periodically throughout the season, but accumulations are typically only 1-2 inches.

SpringWeather is especially unpredictable: it can be windy, cold, and wet, or still, warm, and dry."
http://www.nps.gov/badl/planyourvisit/weather.htm,Badlands National Park,South Dakota,"The Badlands weather is variable and unpredictable with temperature extremes ranging from 116° F to -40° F. Summers are hot and dry with occasional violent thunderstorms. Hailstorms and occasional tornadoes can descend on the Badlands with sudden fury. Winters are typically cold with 12 to 24 inches of total snowfall.

Of the sixteen inches of annual precipitation, most falls during the warmer months. June is the wettest month, while December and January are the driest."
http://www.nps.gov/balt/planyourvisit/weather.htm,Baltimore National Heritage Area,,
http://www.nps.gov/bawa/planyourvisit/weather.htm,Baltimore-Washington Parkway,,
http://www.nps.gov/band/planyourvisit/weather.htm,Bandelier National Monument,New Mexico,"SpringSpring is probably the most unpredictable season of the year. A day with clear blue skies and daytime temperatures in the 70's can be followed by a snow storm with wet heavy snow and daytime temperatures in the 40's. Even so, spring is a beautiful time to visit as it marks the start of the wildflower season and the return of many migratory species of birds.

SummerSummers start out warm and dry with June usually being the hottest month of the year. Days in July, August and September often end with thunderstorms that can drop heavy localized rain and are often accompanied by lightning. One should be aware of this when hiking as storms can come up very quickly, sometimes with little warning.

AutumnMany people would say that autumn is the most beautiful season. The weather is usually sunny with turquoise blue skies and warm (but not hot) days and cool nights. An early snow can bring a quick end to fall as early as late September.  A normal first snowfall in the area is around Halloween.

WinterWinter brings with it blankets of snow. Average yearly snowfall at the visitor center is 25"". Snow and ice can close trails and the ladders to Alcove House so call the visitor center to get details. Although winter weather can make access to some sites difficult, snow can add a beauty all its own to the scenery."
http://www.nps.gov/beol/planyourvisit/weather.htm,Bent's Old Fort National Historic Site,,
http://www.nps.gov/bela/planyourvisit/weather.htm,Bering Land Bridge National Preserve,,
http://www.nps.gov/bibe/planyourvisit/weather.htm,Big Bend National Park,Texas,"Relative humidity is usually low. The rainy season extends from mid-June to October with locally heavy thunderstorms and some flash flooding. However, the water recedes rapidly and the rainy season can be a delightful time to visit the desert. Fall and spring are usually warm and pleasant. Summers are hot, although temperatures vary greatly between the desert floor and the Chisos Mountains; May and June are the hottest months. Afternoon and evening rains often cool the desert from July to October. Winters are generally mild, although periods of cold weather (including light snow) are possible. Winter visitors must prepare for a variety of conditions.

The table below is based on average temperatures at the Panther Junction Park Headquarters. Temperatures in the higher mountain areas vary about 5–10 degrees below those shown, while temperatures along the Rio Grande can be 5–10 degrees higher. Sunshine is abundant most of the year. Infrequent and brief periods of cloudy weather may occur during the winter months. While snow is rare and generally light, occasional cold fronts can bring temperatures well below freezing."
http://www.nps.gov/bicy/planyourvisit/weather.htm,Big Cypress National Preserve,Florida,"While some birds are drawn to the preserve year round, the abundance of migrating and wintering birds makes the area a birder's paradise during the dry season. Falling water levels within the Big Cypress result in abundant wildlife concentrated in ponds and canals, providing excellent viewing opportunities."
http://www.nps.gov/biho/planyourvisit/weather.htm,Big Hole National Battlefield,,
http://www.nps.gov/biso/planyourvisit/weather.htm,Big South Fork National River & Recreation Area,"KY,TN","The weather along the Cumberland Plateau can be best described as unpredictable. Each season brings its own weather patterns. Summers are generally hot and humid, with high temperatures sometimes eclipsing 90 degrees. The low temperatures in winter often dip below freezing. Spring sees the most amount of precipitation, but rainfall can occur in various amounts throughout the year. Because Big South Fork spans two states, take note of the weather in the area that you will be visiting:"
http://www.nps.gov/bith/planyourvisit/weather.htm,Big Thicket National Preserve,Texas,"Summertime in the Big Thicket is hot and humid. Daytime temperatures are frequently in the 90s, with peaks to 100 degrees or more.

Winter temperatures fluctuate greatly. Cold fronts can drop nighttime temperatures into the upper 20s, but these cold spells are usually very brief. Even during the winter months, daytime temperatures are often in the 70s. Snow is rare.

Spring and fall are the most popular seasons for outdoor activities in this area."
http://www.nps.gov/bica/planyourvisit/weather.htm,Bighorn Canyon National Recreation Area,"MT,WY","Summer temperatures: Highs in the 80s (F) and 90s (F), lows in the 50s (F) and 60s (F). Summer temperatures can peak over 100 degrees.

Winter temperatures: Range in the 20s and 30s with low temperatures averageing the 10s (F) and 20s (F). During the winter the thermometer can drop below 0 (F) with extreme wind chill factors."
http://www.nps.gov/bisc/planyourvisit/weather.htm,Biscayne National Park,,
http://www.nps.gov/blca/planyourvisit/weather.htm,Black Canyon Of The Gunnison National Park,,
http://www.nps.gov/blac/planyourvisit/weather.htm,Blackstone River Valley National Heritage Corridor,,
http://www.nps.gov/blrn/planyourvisit/weather.htm,Blue Ridge National Heritage Area,,
http://www.nps.gov/blri/planyourvisit/weather.htm,Blue Ridge Parkway,"NC,VA","Summer along the Parkway means cooler than normal temperatures, especially at the higher elevations. It is always a good idea to carry an extra jacket or blanket and a few emergency supplies in the car. Be aware of changing weather conditions and approaching weather systems, as summer heat can bring afternoon summer thunderstorms most days. Luckily, these storms pass quickly!"
http://www.nps.gov/blue/planyourvisit/weather.htm,Bluestone National Scenic River,,
http://www.nps.gov/bowa/planyourvisit/weather.htm,Booker T Washington National Monument,,
http://www.nps.gov/boaf/planyourvisit/weather.htm,Boston African American National Historic Site,,
http://www.nps.gov/boha/planyourvisit/weather.htm,Boston Harbor Islands National Recreation Area,,
http://www.nps.gov/bost/planyourvisit/weather.htm,Boston National Historical Park,Massachusetts,"Temperatures range from warm, humid summer days to cold New England winter days. Wear comfortable sportswear in season, with comfortable walking shoes."
http://www.nps.gov/brcr/planyourvisit/weather.htm,Brices Cross Roads National Battlefield Site,,
http://www.nps.gov/brvb/planyourvisit/weather.htm,Brown v. Board of Education National Historic Site,,
http://www.nps.gov/brca/planyourvisit/weather.htm,Bryce Canyon National Park,Utah,"Due of its high elevation climate, weather at Bryce Canyon through autumn, winter, and spring can be highly variable. Snowstorms in October are not unusual, yet there are also many sunny and pleasant autumn days during the month. From October to May temperatures fall below freezing nearly every night. The park typically experiences its coldest and snowiest periods from December through February. Spring storms in March and April can still produce heavy snowfall that may impact travel in the region.

In summer the days tend to be pleasant, with daytime highs in June typically in the high 60s to low 70s (F), high 70s to low 80s in July and August, while September is similar to June. The rainy season occurs in July and August with frequent, usually brief, afternoon thunderstorms which produce heavy rain and frequent lightning. If visiting during these months remember that lightning kills and ""when thunder roars go indoors!""

Lightning is a year-round danger –especially during summer storms! When thunder roars, go indoors. Lightning is within 10 miles (16 km) and you need to seek the shelter of a building or your vehicle immediately. Click Here for more information."
http://www.nps.gov/buis/planyourvisit/weather.htm,Buck Island Reef National Monument,Virgin Islands,
http://www.nps.gov/buff/planyourvisit/weather.htm,Buffalo National River,,
http://www.nps.gov/cabr/planyourvisit/weather.htm,Cabrillo National Monument,California,"Near Perfection Almost three million county residents can't be wrong:  it's the weather.  While many areas of the country are hibernating under blankets of snow or sweltering in muggy mid-summer humidity, San Diego's climate is generally sunny and mild year-round. Spring The Pacific Ocean has a strong influence on weather conditions.  Springtime visitors to Cabrillo National Monument should be prepared for cool, windy, and foggy conditions, even if it is sunny, hot, and dry further inland.  An overcast marine layer can develop near the coast at any time of year, but this phenomenon is most common during the late spring and early summer.  Locals call these times ""May Gray"" and ""June Gloom.""  Thinking of hitting San Diego's beaches to laze in the warmth of sun-baked sand?  You'll probably want to trade the swimsuit for a sweatshirt and pants, as cloudy skies dominate and temperatures rarely rise above 70 degrees.  The upside:  you can pack away the umbrellas, because there's little chance of rain. Summer Ahhhh, summer in San Diego.  Blissful visitors stroll the park, the air redolent with the scent of sunscreen.  The city enjoys temperatures in the 80s during July and August, but fog can roll in suddenly, resulting in a quick drop in temperature. Fall Following the rhythm of the seasons, San Diego begins winding down in autumn.  Rain is rare, skies are clear, and temperatures usually hover in the mid-70s.  Fall is also the time when Santa Anas hit the county.  These ferocious winds howl in from the desert to the east, bringing dramatic temperature increases (daytime highs can quickly rise into the 90s), hot, dry air, and virtually no humidity.  Startled yelps provide the park's autumn soundtrack, as visitors and staff endure recurrent static electric shocks when coming in contact with metal exhibits, car doors, or each other. Winter November through February is the rainy season here, with chilly weather fronts roaring down from the Gulf of Alaska, delivering sometimes torrential downpours and temperatures in the 50s and 60s.  Once storms move out, however, the views from Cabrillo are usually the best of the year:  the rain cleanses the air and makes for crystal-clear panoramas. What to Wear A well-prepared visitor to Cabrillo National Monument will dress in layers any time of year to accommodate changes in weather conditions, and will remember the sunscreen and hat for sunny days:  coastal sun can be bright, even on cold winter days. For an up-to-date weather forecast for San Diego, click here to go to Weather.com.

Winter is a great time to visit Cabrillo National Monument: once storms pass, the sun comes out, the air is clear, and the vistas can be spectacular."
http://www.nps.gov/cala/planyourvisit/weather.htm,Cache La Poudre River National Heritage Area,,
http://www.nps.gov/cali/planyourvisit/weather.htm,California National Historic Trail,,
http://www.nps.gov/cana/planyourvisit/weather.htm,Canaveral National Seashore,Florida,"Summers are hot & humid with temperatures in the mid-to-upper 90's.

Winters are mild with day-time temperatures in the 60-70 degree range. Short periods of cold weather dipping down to the freezing mark can be expected in January & February."
http://www.nps.gov/cari/planyourvisit/weather.htm,Cane River Creole National Historical Park,Louisiana,"Summertime is hot and very humid. Since shade is limited, visitors may want to bring their own hats and umbrellas. We also advise that you bring bottled water.

Winter is relatively mild with measurable snowfall every 5-10 years.

Spring and fall can be unpredictable with both summer and winter like temperatures."
http://www.nps.gov/crha/planyourvisit/weather.htm,Cane River National Heritage Area,,
http://www.nps.gov/cach/planyourvisit/weather.htm,Canyon De Chelly National Monument,,
http://www.nps.gov/cany/planyourvisit/weather.htm,Canyonlands National Park,Utah,"Southeast Utah is part of the Colorado Plateau, a ""high desert"" region that experiences wide temperature fluctuations, sometimes over 40 degrees in a single day. The temperate (and most popular) seasons are spring (April through May) and fall (mid-September through October), when daytime highs average 60 to 80 F and lows average 30 to 50 F.

Summer temperatures often exceed 100 F, making strenuous exercise difficult. Late summer monsoon season brings violent storm cells which often cause flash floods.

Winters are cold, with highs averaging 30 to 50 F, and lows averaging 0 to 20 F. Though large snowfalls are uncommon (except in nearby mountains), even small amounts of snow or ice can make local trails and roads impassable."
http://www.nps.gov/caco/planyourvisit/weather.htm,Cape Cod National Seashore,Massachusetts,
http://www.nps.gov/caha/planyourvisit/weather.htm,Cape Hatteras National Seashore,,
http://www.nps.gov/came/planyourvisit/weather.htm,Cape Henry Memorial Part of Colonial National Historical Park,Virginia,
http://www.nps.gov/cakr/planyourvisit/weather.htm,Cape Krusenstern National Monument,Alaska,"Weather is a central concern to those planning to visit Cape Krusenstern National Monument at any time of year. Summer temperatures on the coast are usually in the mid 50°'s F, with mid 60’s to 70° F for highs. Some days in July may reach 80° F. Average January lows are 5°F with possible lows of -50°F. Annual averages are not always good guidelines, however. In summer, visitors can experience snow, near freezing temperatures, and long periods of clouds, wind, and rain. For backcountry hiking and camping, wear plenty of warm clothing, dress in layers, and use rain gear. Wear sturdy hiking boots and waders for wet terrain.

Summer days are long and energized with sunlight. The sun does not set between June 3rd and July 9th. Winter days are short. Although beautiful twilight lingers for hours each day, the sun is above the horizon only one 1 ½ hours on December 21st. The aurora borealis, or northern lights, are active year round, but best seen during high solar activity on the darkest nights of winter."
http://www.nps.gov/calo/planyourvisit/weather.htm,Cape Lookout National Seashore,North Carolina,
http://www.nps.gov/cahi/planyourvisit/weather.htm,Capitol Hill Parks ,,
http://www.nps.gov/care/planyourvisit/weather.htm,Capitol Reef National Park,Utah,
http://www.nps.gov/cajo/planyourvisit/weather.htm,Captain John Smith Chesapeake National Historic Trail,,
http://www.nps.gov/cavo/planyourvisit/weather.htm,Capulin Volcano National Monument,,
http://www.nps.gov/carl/planyourvisit/weather.htm,Carl Sandburg Home National Historic Site,,
http://www.nps.gov/cave/planyourvisit/weather.htm,Carlsbad Caverns National Park,New Mexico,"Carlsbad Caverns National Park is located in the Chihuahuan Desert in southeast New Mexico. Summers are hot with temperatures between 90 - low 100s(F). Windy conditions and mild temperatures are common in early spring (March-May) with frequent rain in early fall (August-September). This part of the country also sees cold temperatures in the winter with occasional snow and icy conditions. Most days, the park is enveloped by a gorgeous blue sky with very few clouds, 278 sunny days a year!"
http://www.nps.gov/cawo/planyourvisit/weather.htm,Carter G. Woodson Home National Historic Site,,
http://www.nps.gov/cagr/planyourvisit/weather.htm,Casa Grande Ruins National Monument,,
http://www.nps.gov/casa/planyourvisit/weather.htm,Castillo De San Marcos National Monument,Florida,"ClimateSt. Augustine has a semi-tropical climate with over three hundred days of sunshine each year.  Summers (May through September) are typically hot, bright and humid with afternoon thunderstorms common.  Temperatures often range from the lower 70s to the mid 90s F.

Spring (March through mid-May) and Autumn(October through late November) can be quite pleasant with temperatures ranging from the upper 50s into the 80s F.

The Winter months (December through March) are usually dry.  Temperatures can be cooler than one would expect, ranging from the upper 30s through the 60s F generally, though sudden cold snaps can occur.

The majority of Florida's thunderstorms come in the summer months, chiefly during the afternoon. Formed by the combination of humid air and hot temperatures they create strong updrafts which form massive clouds filled with electrical and kinetic energy. Florida is often called the ""Lightning Capital of the World"" for good reason."
http://www.nps.gov/cacl/planyourvisit/weather.htm,Castle Clinton National Monument,,
http://www.nps.gov/cato/planyourvisit/weather.htm,Catoctin Mountain Park,Maryland,"Catoctin Mountain Park, and the surrounding area, generally experiences a mild, four-season climate, but can experience extreme weather at times. Precipitation in the area is approximately 44 inches per year with monthly distribution being fairly even throughout the year. Snowfall fluctuates from year to year, but averages 35 inches per year. In 1996 over 82 inches of snow fell, while only 6 inches fell in 1992. Summers are usually warm, with temperatures averaging 80 degrees Fahrenheit, but can exceed temperatures over 90 degrees. Winter temperatures average around 30 degrees Fahrenheit, but lows have been recorded at -10 degrees! Spring and fall seasons are more unpredictable, with milder temperatures and frequent gusts of wind."
http://www.nps.gov/cebr/planyourvisit/weather.htm,Cedar Breaks National Monument,Utah,"Cedar Breaks is over 10,000 feet in elevation, so be prepared for cooler temperatures and unpredictable weather. Summertime highs average between 60 and 70°F. Nighttime lows often dip into the 30s and 40s°F.

Cedar Breaks receives an average of 15 feet of snow during the winter. Snow, sleet, and hail can occur at any time of the year, even in the summer! Temperatures drop below freezing about 250 nights out of the year."
http://www.nps.gov/cebe/planyourvisit/weather.htm,Cedar Creek & Belle Grove National Historical Park,Virginia,"Summers are generally hot and humid, and winters are generally cool to cold. Precipitation is variable year-round with occasional winter snowfall. The area receives about 40 inches of precipitation per year, mostly in the form of rain.  Much of the area is open fields which are subject to gusty winds."
http://www.nps.gov/chcu/planyourvisit/weather.htm,Chaco Culture National Historical Park,New Mexico,"Summer highs are typically in the 80's to mid-90's. Thunderstorms can produce heavy localized downpours and sudden dramatic drops in temperatures. Hypothermia, lightning, and flash floods are real concerns.

Winter temperatures will drop to well below freezing most nights. If you plan to camp in the winter, prepare for nighttime temperatures in the teens or lower.

Spring and Fall are great times to visit with more moderate temperatures, but unexpected storms can change things dramatically. Monitor local weather forecasts."
http://www.nps.gov/cham/planyourvisit/weather.htm,Chamizal National Memorial,,
http://www.nps.gov/chva/planyourvisit/weather.htm,Champlain Valley National Heritage Partnership,,
http://www.nps.gov/chis/planyourvisit/weather.htm,Channel Islands National Park,California,"Spring | Summer | Fall | Winter

However, visitors to the islands must be prepared for high winds, fog, rough seas, and sea spray at any time. Winds are often calm in the early morning and increase during the afternoon. High winds may occur regardless of the forecast, especially on the outer islands, Santa Rosa and San Miguel (30-knot winds are not unusual). Anacapa, eastern Santa Cruz, and Santa Barbara Islands have more moderate winds.  Dense fog is common during the late spring and early summer months, but may occur at any time. Ocean water temperatures range from the lower 50s (°F) in the winter to the upper 60s in the fall.

Spring Although temperatures are becoming warmer, strong winds often occur during this season. Dense fog is common during the late spring. Ocean temperatures range from the mid 50s to low 60s. Back to top

Summer Temperatures average in the low-70s. Afternoon winds are common. Fog diminishes near midsummer. Calm winds and seas become more frequent near the end of summer and continue through October. Ocean temperatures begin to warm, reaching the high 60s by end of summer. Underwater visibility increases. Back to top

Fall The best chance for warm weather, calm winds, and seas continues. However, beginning around October, strong east or Santa Ana winds are possible. Ocean temperatures may reach 70° (F) in early fall and visibility may reach 100 feet. Back to top

Winter Temperatures begin to cool. Winter storms start to appear, with most rain falling between December and March. Nevertheless, beautiful, sunny, clear winter days occur between storms. Back to top"
http://www.nps.gov/chpi/planyourvisit/weather.htm,Charles Pinckney National Historic Site,South Carolina,
http://www.nps.gov/chyo/planyourvisit/weather.htm,Charles Young Buffalo Soldiers National Monument,Ohio,"A resident walks on the snow-covered roadway in nearby Springfield.

Photo courtesy of Bill Lackey/Springfield News Sun

Historical Weather Averages The park lies in a humid continental zone with a generally temperate climate. Winters are mildly cold with average temperatures around 29 degrees (F). Summers are hot and humid with an average temperature around 74 degrees (F). Average annual total rainfall is just under 40"". Snowfall in the winter is generally light with an average total snowfall of about 22""."
http://www.nps.gov/chat/planyourvisit/weather.htm,Chattahoochee River National Recreation Area,Georgia,"The area experiences all four seasons. Summers typically consist of long spells of warm and humid weather. Average afternoon high temperatures are in the lower 90s. Readings of 90 or higher can be expected on 70 to 80 days. Overnight lows usually range from the upper 60s to lower 70s.

Temperatures during winter months are more variable. Oftentimes, stretches of mild weather will alternate with cold spells. Winter high temperatures average in the mid 50s to lower 60s. Lows average in the mid 30s. Lows of 32 degrees or lower can be expected on 40 to 50 days.

Spring and Autumn seasons are characterized by much variability from day to day and from year to year. The average date of first freeze is in mid-November. The average date of the last freeze in the spring is in mid to late March.

PrecipitationA measurable amount of rain falls on about 120 days each year, the average annual total amount averaging between 45 and 50 inches. As for snowfall, the average annual total is less than one inch.

Averaging over many years, the driest months are September and October with March being the wettest month. Thunderstorms are common in the spring and summer months. In a typical year, thunder will be heard on 50 to 60 days."
http://www.nps.gov/choh/planyourvisit/weather.htm,Chesapeake & Ohio Canal National Historical Park,,
http://www.nps.gov/cbgn/planyourvisit/weather.htm,Chesapeake Bay Gateways and Watertrails Network ,,
http://www.nps.gov/cbpo/planyourvisit/weather.htm,Chesapeake Bay ,,
http://www.nps.gov/chch/planyourvisit/weather.htm,Chickamauga & Chattanooga National Military Park,,
http://www.nps.gov/chic/planyourvisit/weather.htm,Chickasaw National Recreation Area,Oklahoma,"Summers are hot and humid. Temperatures above 100ºF occur, and humidity often exceeds 50%. Winters are mild and prolonged freezes are rare. Thunderstorms are common April through July."
http://www.nps.gov/chir/planyourvisit/weather.htm,Chiricahua National Monument,Arizona,
http://www.nps.gov/chri/planyourvisit/weather.htm,Christiansted National Historic Site,,
http://www.nps.gov/ciro/planyourvisit/weather.htm,City Of Rocks National Reserve,Idaho,Weather:City of Rocks is located in south-central Idaho within the northern edge of the Basin and Range geologic province. Outdoor recreation can be pleasant from April through October. Summers are generally dry with 10 to 15 inches of precipitation in winter and spring. Summer temperatures range widely with night time lows occasionally approaching freezing and midday highs nearing 100° F. Thunderstorms are common in the summer months (June - August)
http://www.nps.gov/cwdw/planyourvisit/weather.htm,Civil War Defenses of Washington ,,
http://www.nps.gov/clba/planyourvisit/weather.htm,Clara Barton National Historic Site,,
http://www.nps.gov/clmo/planyourvisit/weather.htm,Claude Moore Colonial Farm ,,
http://www.nps.gov/coal/planyourvisit/weather.htm,Coal National Heritage Area,,
http://www.nps.gov/colo/planyourvisit/weather.htm,Colonial National Historical Park,Virginia,
http://www.nps.gov/colm/planyourvisit/weather.htm,Colorado National Monument,,
http://www.nps.gov/colt/planyourvisit/weather.htm,Coltsville National Historical Park,,
http://www.nps.gov/cong/planyourvisit/weather.htm,Congaree National Park,South Carolina,"Mild autumn temperatures make looking at the fall colors along the park's waterways

Congaree National Park is located in the Midlands region of South Carolina. With a humid subtropical climate, the park experiences mild winters and very warm, wet summers. The park is accessible in all seasons, but is best experienced in the spring and summer when temperatures are at their most comfortable and insects are not a problem. Current weather information can be obtained by visiting the National Weather Service's forecast for Columbia, or by calling the information desk at (803) 776-4396 during the park's business hours.

Spring - From March through May can be one of the best times to visit the park. Temperatures are generally warm, with average daily highs reaching the mid to upper 70's. Rain can be a common occurrence, and thunderstorms are not out of the question. Rainfall at this time of year averages around 3 inches per month. Insects are generally not a problem during this time.

Summer - From June to August is normally the hottest time of the year, with daily temperatures reaching the low 90's with high humidity. Thunderstorms are common and can pop up with little or no warning. Precipitation is highest at this time of year with monthly average rainfall of approximately 4.5 inches.

Autumn - September through November is also a wonderful time to visit Congaree. At this time of the year average daily temperatures are in the 70's with low humidity. Fall colors peak between the end of October and early November. Average monthly precipitation is around 3 inches. Water levels are ideal at this time of year for taking a paddling trip on Cedar Creek.

Winter - November through February remains mild, with average daytime temperatures reaching the mid 50's. Nighttime temperatures can dip below freezing. Snow is not typical, though it can occur. Flooding is most frequent at this time of the year, and can happen with little or no warning. It does not have to rain at Congaree for flooding to take place. Lying in watershed the size of the state of Maryland, any significant rain in the upstate of South Carolina can cause a rise in water levels. While visiting the park, it is best to be prepared with proper clothing and footwear, especially if you are planning an overnight stay in the park's backcountry."
http://www.nps.gov/coga/planyourvisit/weather.htm,Constitution Gardens ,,
